,LicenseNo,Inspection_Results
11312,2980,4
11313,27828,3
11314,9198,2
11315,11239,1
11316,11904,1
11317,11057,1
11318,33709,1
11319,34869,1
11320,7779,1
11321,4732,3
11322,8459,1
11323,6714,2
11324,37216,1
11325,7420,1
11326,10317,1
11327,10701,2
11328,33440,1
11329,17184,1
11330,15667,1
11331,33762,2
11332,5768,4
11333,20525,4
11334,3961,1
11335,17544,3
11336,3057,1
11337,994,1
11338,30173,2
11339,13618,1
11340,4640,1
11341,37120,3
11342,17088,5
11343,25652,1
11344,35488,1
11345,12071,3
11346,9197,1
11347,811,1
11348,424,1
11349,309,1
11350,12703,1
11351,21412,1
11352,12242,1
11353,2901,3
11354,596,1
11355,17987,2
11356,5092,1
11357,15161,4
11358,36772,2
11359,18961,1
11360,25791,2
11361,4640,1
11362,28723,1
11363,26677,3
11364,20809,3
11365,20621,1
11366,13691,2
11367,15078,1
11368,33554,1
11369,32425,1
11370,6631,3
11371,9262,1
11372,15814,1
11373,2251,1
11374,5552,1
11375,10015,1
11376,17853,1
11377,21288,1
11378,10357,1
11379,35693,4
11380,27256,2
11381,34920,3
11382,26390,2
11383,6357,1
11384,4794,1
11385,34276,3
11386,239,5
11387,37087,1
11388,16648,1
11389,24053,2
11390,24729,1
11391,11661,3
11392,10328,1
11393,14400,2
11394,23478,3
11395,20937,4
11396,37289,3
11397,24174,1
11398,6314,1
11399,10775,4
11400,3802,1
11401,10498,1
11402,5525,1
11403,6690,1
11404,21649,1
11405,5090,1
11406,26203,1
11407,23511,2
11408,11404,1
11409,20668,3
11410,12343,3
11411,16190,1
11412,27664,2
11413,19217,3
11414,23980,4
11415,2661,1
11416,10926,4
11417,33662,1
11418,20412,1
11419,12338,1
11420,20732,1
11421,33652,1
11422,15382,4
11423,10986,1
11424,18137,1
11425,20087,1
11426,14844,2
11427,24522,1
11428,34700,3
11429,11900,4
11430,6297,1
11431,35037,1
11432,22496,4
11433,21799,3
11434,3307,1
11435,16925,1
11436,16178,1
11437,8307,1
11438,13432,1
11439,25034,2
11440,35076,3
11441,35801,3
11442,25170,1
11443,24343,3
11444,20552,1
11445,28580,2
11446,1675,4
11447,1641,2
11448,35542,1
11449,21302,2
11450,1482,1
11451,25344,1
11452,23609,1
11453,12985,3
11454,20248,1
11455,12085,1
11456,2285,1
11457,27116,3
11458,31820,2
11459,4877,1
11460,19078,1
11461,35911,2
11462,6765,1
11463,5972,3
11464,7417,2
11465,22008,1
11466,32326,6
11467,18349,1
11468,20368,1
11469,15117,2
11470,7783,3
11471,13284,4
11472,36013,1
11473,753,3
11474,26393,4
11475,35471,1
11476,27889,4
11477,19113,1
11478,35732,1
11479,23171,2
11480,11453,2
11481,30129,2
11482,4100,1
11483,11286,2
11484,12063,1
11485,4606,1
11486,14241,1
11487,24858,3
11488,27784,1
11489,24875,3
11490,35178,1
11491,25918,2
11492,30778,1
11493,21924,2
11494,22984,1
11495,1471,1
11496,5815,2
11497,3029,4
11498,2505,1
11499,34326,1
11500,8604,1
11501,33889,3
11502,21459,1
11503,16814,1
11504,36956,1
11505,24916,2
11506,6469,1
11507,15139,1
11508,4377,1
11509,4263,1
11510,22188,1
11511,24026,1
11512,27688,1
11513,36508,1
11514,8282,1
11515,5099,1
11516,15625,1
11517,10466,1
11518,7727,2
11519,37012,2
11520,6742,4
11521,5087,1
11522,2113,1
11523,10861,1
11524,6082,3
11525,11982,1
11526,10204,2
11527,17229,1
11528,29939,3
11529,34465,1
11530,11099,1
11531,5588,2
11532,21332,1
11533,10075,2
11534,18869,4
11535,11704,2
11536,36285,3
11537,18470,1
11538,11128,1
11539,28589,2
11540,17054,4
11541,11389,1
11542,35270,2
11543,35246,4
11544,17694,2
11545,8305,2
11546,2766,4
11547,36730,2
11548,3180,1
11549,36124,2
11550,1529,3
11551,33793,3
11552,10748,1
11553,5032,3
11554,7508,1
11555,35861,3
11556,15644,3
11557,22086,1
11558,11783,2
11559,26440,1
11560,14362,1
11561,9572,3
11562,7395,3
11563,8953,1
11564,36644,1
11565,10788,2
11566,20115,4
11567,25026,2
11568,34715,1
11569,33091,1
11570,25239,1
11571,31702,3
11572,23806,1
11573,1287,1
11574,5869,2
11575,142,1
11576,21336,1
11577,31833,6
11578,9247,2
11579,17787,1
11580,20961,1
11581,631,3
11582,18907,1
11583,31457,1
11584,37017,1
11585,25898,3
11586,34938,2
11587,34711,4
11588,14148,1
11589,14067,3
11590,33896,3
11591,5188,1
11592,1822,2
11593,12118,1
11594,3153,2
11595,25886,1
11596,21293,1
11597,6094,2
11598,21546,1
11599,14375,1
11600,22762,1
11601,11394,3
11602,20601,1
11603,13507,2
11604,26745,1
11605,9725,4
11606,27204,3
11607,17047,1
11608,8590,1
11609,35297,1
11610,37187,1
11611,22486,4
11612,21800,1
11613,25648,2
11614,36142,3
11615,15773,4
11616,33655,1
11617,34601,1
11618,5795,2
11619,25161,3
11620,7752,1
11621,6737,2
11622,27920,2
11623,25256,2
11624,36496,3
11625,4532,1
11626,34874,3
11627,37247,3
11628,10402,1
11629,12489,1
11630,19195,1
11631,4773,3
11632,24576,3
11633,7443,2
11634,23285,3
11635,14575,1
11636,14983,2
11637,22343,1
11638,5870,3
11639,35199,1
11640,10668,1
11641,31278,3
11642,3344,3
11643,34899,4
11644,11723,4
11645,36562,1
11646,29841,1
11647,18435,3
11648,4481,1
11649,35517,1
11650,17649,1
11651,4514,1
11652,23130,1
11653,12001,1
11654,15751,1
11655,14050,1
11656,13118,1
11657,34445,1
11658,37167,1
11659,24926,1
11660,20139,1
11661,10365,1
11662,22103,1
11663,34155,1
11664,3526,3
11665,18299,4
11666,27266,2
11667,29981,3
11668,3264,3
11669,31862,3
11670,36860,1
11671,8692,1
11672,36599,1
11673,7409,1
11674,26374,3
11675,9807,1
11676,30913,1
11677,14934,2
11678,7190,1
11679,21031,1
11680,23577,3
11681,30288,3
11682,21189,3
11683,14992,1
11684,17119,1
11685,20530,1
11686,36012,1
11687,24951,4
11688,8685,2
11689,16063,4
11690,33922,1
11691,7104,2
11692,810,3
11693,24205,1
11694,9376,1
11695,3119,1
11696,12548,1
11697,15128,1
11698,21721,2
11699,7287,1
11700,33755,2
11701,30367,1
11702,35179,3
11703,21444,1
11704,0,3
11705,2700,1
11706,20772,1
11707,22564,2
11708,23548,2
11709,17113,1
11710,3701,1
11711,19302,1
11712,6681,1
11713,11152,1
11714,22240,2
11715,1490,1
11716,6887,4
11717,11576,3
11718,37018,3
11719,10192,4
11720,6501,3
11721,10011,2
11722,27221,1
11723,35516,1
11724,22020,1
11725,20169,4
11726,23885,1
11727,8794,1
11728,1381,4
11729,9214,1
11730,8940,4
11731,648,2
11732,4585,4
11733,16979,1
11734,2343,3
11735,23983,4
11736,3278,3
11737,17143,3
11738,10783,1
11739,24483,1
11740,20503,1
11741,16017,1
11742,11081,1
11743,13725,1
11744,30121,5
11745,36012,1
11746,23518,1
11747,34601,1
11748,33097,1
11749,18537,1
11750,25128,2
11751,9058,4
11752,19128,1
11753,3350,1
11754,13886,2
11755,5413,1
11756,5047,3
11757,22257,1
11758,7126,2
11759,16671,1
11760,9610,2
11761,21588,1
11762,27335,3
11763,19353,1
11764,9812,3
11765,14281,1
11766,12751,1
11767,13028,2
11768,1877,1
11769,18459,1
11770,15574,3
11771,31442,1
11772,8424,1
11773,21308,2
11774,2484,3
11775,22087,1
11776,13592,1
11777,2214,1
11778,20358,1
11779,30558,1
11780,22239,1
11781,20815,3
11782,35717,2
11783,36482,1
11784,886,1
11785,21318,1
11786,20547,1
11787,22383,1
11788,6099,1
11789,26096,1
11790,619,2
11791,16487,1
11792,31419,3
11793,702,2
11794,33684,1
11795,6893,3
11796,34560,1
11797,2722,1
11798,5511,1
11799,4387,1
11800,34178,1
11801,13490,1
11802,3243,4
11803,3014,1
11804,36984,1
11805,19200,4
11806,34098,4
11807,26360,2
11808,10931,1
11809,22502,1
11810,19983,3
11811,35216,1
11812,12326,1
11813,33998,1
11814,28704,1
11815,35567,3
11816,17712,3
11817,34449,4
11818,15352,1
11819,11303,1
11820,9719,1
11821,14389,1
11822,24789,2
11823,13905,2
11824,4109,1
11825,18041,4
11826,17984,3
11827,17493,1
11828,34155,1
11829,19315,1
11830,24384,1
11831,26708,1
11832,26324,2
11833,9600,1
11834,24689,1
11835,28139,1
11836,35459,1
11837,25289,2
11838,26341,3
11839,36273,1
11840,20608,3
11841,14860,2
11842,11897,1
11843,13146,1
11844,36857,1
11845,21899,1
11846,11915,2
11847,26341,4
11848,15734,2
11849,11826,1
11850,24105,4
11851,14952,1
11852,18723,1
11853,5415,1
11854,29976,2
11855,33442,1
11856,19910,1
11857,35878,1
11858,26105,2
11859,19143,1
11860,7654,1
11861,19735,3
11862,20712,1
11863,17146,2
11864,19273,2
11865,37,1
11866,14598,1
11867,6257,3
11868,11083,2
11869,21420,1
11870,20434,2
11871,19225,1
11872,18916,3
11873,24289,1
11874,25216,4
11875,1430,4
11876,13717,2
11877,11188,2
11878,6515,1
11879,4812,1
11880,4628,2
11881,7285,2
11882,20298,1
11883,14819,2
11884,36354,1
11885,13422,1
11886,15640,1
11887,737,1
11888,11166,2
11889,34377,2
11890,36430,1
11891,29284,1
11892,33972,2
11893,18886,1
11894,14481,1
11895,6933,3
11896,23666,1
11897,9354,1
11898,2930,1
11899,17012,2
11900,36798,1
11901,19684,2
11902,14753,2
11903,21218,1
11904,34271,1
11905,21486,1
11906,7141,1
11907,24996,3
11908,37187,1
11909,22313,2
11910,27839,3
11911,7718,1
11912,0,1
11913,20580,1
11914,5873,1
11915,1769,1
11916,21946,1
11917,30234,2
11918,12614,1
11919,34678,1
11920,3540,3
11921,35453,2
11922,12924,4
11923,19761,1
11924,14146,3
11925,20412,2
11926,22888,1
11927,11003,1
11928,239,2
11929,7307,1
11930,7000,1
11931,23791,1
11932,1041,1
11933,28925,4
11934,20828,3
11935,23480,2
11936,17986,5
11937,12909,1
11938,10963,1
11939,15911,4
11940,9030,2
11941,34680,1
11942,3192,3
11943,4974,4
11944,13981,2
11945,18748,1
11946,9808,1
11947,34221,1
11948,8522,1
11949,12102,2
11950,4245,1
11951,10541,1
11952,25066,1
11953,4095,1
11954,24898,2
11955,17864,1
11956,13815,3
11957,14766,1
11958,19610,2
11959,35256,1
11960,34318,1
11961,28780,1
11962,20167,5
11963,9113,2
11964,18307,1
11965,22274,1
11966,14896,2
11967,10659,2
11968,35103,1
11969,36196,1
11970,2939,2
11971,8480,1
11972,27517,1
11973,34234,3
11974,21132,2
11975,2187,1
11976,13883,1
11977,14057,3
11978,17799,1
11979,8909,1
11980,22479,1
11981,2974,1
11982,18626,1
11983,25969,2
11984,3978,1
11985,8348,4
11986,14611,1
11987,35801,1
11988,12323,3
11989,5157,1
11990,2694,2
11991,12117,1
11992,22787,1
11993,12412,3
11994,37163,1
11995,2321,1
11996,11555,1
11997,32284,1
11998,22406,2
11999,36357,2
12000,4916,1
12001,23934,2
12002,1434,1
12003,6147,1
12004,4750,2
12005,23163,1
12006,17613,1
12007,17037,3
12008,27268,2
12009,603,1
12010,7957,1
12011,14877,1
12012,22895,1
12013,25090,2
12014,1771,1
12015,37153,3
12016,26137,2
12017,12902,1
12018,25784,2
12019,17869,2
12020,2121,1
12021,13475,1
12022,8488,3
12023,6785,3
12024,3209,1
12025,32135,3
12026,2179,2
12027,6357,3
12028,12270,1
12029,22189,3
12030,6356,1
12031,23008,2
12032,28349,2
12033,37028,1
12034,8534,1
12035,24662,1
12036,19199,1
12037,21395,1
12038,32017,3
12039,33096,3
12040,15230,2
12041,27955,1
12042,18721,1
12043,5808,1
12044,32950,1
12045,32968,1
12046,22322,2
12047,36487,1
12048,25055,3
12049,36801,1
12050,6470,1
12051,18372,3
12052,3641,1
12053,6894,1
12054,12641,2
12055,3163,1
12056,35643,1
12057,30926,1
12058,3292,2
12059,4556,1
12060,20833,1
12061,162,3
12062,23803,1
12063,36777,1
12064,1500,1
12065,5736,1
12066,24330,1
12067,16991,1
12068,16304,2
12069,16230,1
12070,18141,4
12071,20511,1
12072,8573,4
12073,32874,1
12074,3656,1
12075,10246,1
12076,37114,1
12077,19847,4
12078,34702,1
12079,6049,1
12080,534,2
12081,35799,3
12082,17888,4
12083,20279,1
12084,17346,2
12085,20513,2
12086,3070,2
12087,22209,1
12088,30673,3
12089,13059,3
12090,10634,1
12091,13824,1
12092,36934,1
12093,35786,3
12094,16659,1
12095,1797,3
12096,21448,1
12097,29818,2
12098,20419,2
12099,29513,3
12100,24148,3
12101,24807,1
12102,1150,1
12103,34516,4
12104,15844,1
12105,10958,2
12106,25687,3
12107,34215,1
12108,22400,2
12109,10741,1
12110,13935,3
12111,36199,1
12112,15191,3
12113,31441,1
12114,11514,3
12115,1367,1
12116,11094,1
12117,14390,1
12118,5731,1
12119,19086,2
12120,10252,1
12121,10510,1
12122,26675,3
12123,26372,3
12124,10066,1
12125,24810,2
12126,35073,3
12127,27222,1
12128,33521,1
12129,13641,1
12130,18622,2
12131,19393,1
12132,2456,1
12133,17897,2
12134,16335,1
12135,7524,1
12136,34352,1
12137,10577,1
12138,37018,1
12139,28347,1
12140,15728,1
12141,3293,1
12142,29965,2
12143,36081,3
12144,35175,4
12145,9707,4
12146,34749,1
12147,34676,1
12148,34457,2
12149,19594,4
12150,27624,2
12151,24423,2
12152,6612,1
12153,26136,3
12154,63,1
12155,37171,3
12156,7240,3
12157,35553,1
12158,36421,2
12159,5750,1
12160,1943,1
12161,21701,1
12162,19433,2
12163,15473,1
12164,35225,2
12165,578,1
12166,13911,1
12167,6469,3
12168,26874,3
12169,37293,1
12170,17656,1
12171,33908,2
12172,30812,3
12173,16803,1
12174,12093,2
12175,33600,1
12176,24762,3
12177,4869,1
12178,10591,2
12179,31297,2
12180,19006,4
12181,5129,4
12182,24106,3
12183,20593,1
12184,2701,3
12185,800,1
12186,3840,1
12187,30948,1
12188,36942,1
12189,0,1
12190,3696,1
12191,21665,1
12192,23975,2
12193,14880,3
12194,12821,1
12195,27927,2
12196,12808,1
12197,1257,1
12198,17425,1
12199,7815,1
12200,24955,1
12201,11065,3
12202,3869,3
12203,1098,1
12204,24823,4
12205,36013,3
12206,34576,3
12207,18096,1
12208,6737,2
12209,16174,3
12210,28236,2
12211,5022,1
12212,18252,3
12213,15921,1
12214,26003,4
12215,22814,1
12216,13037,1
12217,34986,3
12218,24619,1
12219,31141,1
12220,19073,1
12221,35127,4
12222,20391,2
12223,3379,3
12224,20746,1
12225,24271,1
12226,12585,2
12227,864,1
12228,21791,2
12229,37167,3
12230,16587,1
12231,8012,1
12232,24827,1
12233,23058,3
12234,36029,3
12235,23879,1
12236,30645,3
12237,35556,3
12238,34767,1
12239,5369,1
12240,23832,2
12241,3405,2
12242,13503,1
12243,34967,1
12244,14296,2
12245,19478,1
12246,20642,1
12247,1415,1
12248,16338,3
12249,24226,2
12250,28387,3
12251,20533,1
12252,35729,1
12253,10766,1
12254,1363,3
12255,6215,1
12256,10766,1
12257,13405,1
12258,12088,1
12259,11429,3
12260,14251,2
12261,22435,2
12262,18249,1
12263,22297,1
12264,25568,2
12265,20214,3
12266,18043,1
12267,7880,3
12268,16735,2
12269,22780,1
12270,29070,1
12271,2020,1
12272,24585,1
12273,24605,1
12274,19311,3
12275,14930,2
12276,9745,2
12277,12018,1
12278,4018,2
12279,33092,1
12280,11453,1
12281,5032,1
12282,36117,1
12283,34226,1
12284,29131,1
12285,25115,1
12286,33259,2
12287,20444,1
12288,21267,1
12289,2830,2
12290,26645,1
12291,10828,1
12292,26784,1
12293,9093,1
12294,1820,1
12295,14911,2
12296,16036,1
12297,14096,3
12298,15815,1
12299,20226,1
12300,28812,1
12301,4560,4
12302,20800,1
12303,4221,1
12304,37355,1
12305,3899,1
12306,5028,3
12307,16063,4
12308,18175,2
12309,15560,1
12310,23954,1
12311,18760,1
12312,22674,1
12313,11341,2
12314,30807,2
12315,4544,4
12316,21501,1
12317,12594,2
12318,15489,2
12319,4118,1
12320,34346,1
12321,17089,1
12322,16820,1
12323,7317,1
12324,944,1
12325,7859,2
12326,6862,1
12327,21410,3
12328,18854,1
12329,24351,1
12330,23042,1
12331,23983,1
12332,9661,1
12333,14791,4
12334,17612,2
12335,20750,1
12336,28770,1
12337,14946,2
12338,35902,1
12339,14909,3
12340,24026,1
12341,27286,1
12342,6756,1
12343,26250,3
12344,7519,4
12345,3840,1
12346,20081,1
12347,26837,1
12348,3060,1
12349,10856,1
12350,26473,1
12351,14885,1
12352,9907,1
12353,8578,2
12354,32146,1
12355,3341,4
12356,903,1
12357,0,2
12358,4279,1
12359,16184,2
12360,28602,2
12361,16349,4
12362,22488,2
12363,12592,4
12364,34079,1
12365,18178,1
12366,1821,4
12367,2131,3
12368,10924,1
12369,17336,1
12370,37346,1
12371,22712,3
12372,35847,4
12373,14040,4
12374,8416,1
12375,34675,1
12376,20270,4
12377,1665,1
12378,17423,2
12379,30155,1
12380,9168,1
12381,11300,1
12382,34814,1
12383,18699,1
12384,20128,1
12385,23048,2
12386,16010,1
12387,17769,3
12388,14805,1
12389,17871,1
12390,13814,2
12391,34171,1
12392,21192,4
12393,27392,4
12394,4844,1
12395,11102,1
12396,23715,3
12397,7787,2
12398,10828,2
12399,20585,1
12400,19039,1
12401,34837,1
12402,29354,1
12403,19123,1
12404,18195,1
12405,35759,1
12406,8591,1
12407,17790,3
12408,19874,1
12409,29900,1
12410,34165,1
12411,9792,1
12412,9281,1
12413,1500,1
12414,10221,2
12415,2986,1
12416,28681,4
12417,3864,3
12418,6251,1
12419,12156,3
12420,21018,3
12421,10498,2
12422,36778,1
12423,16985,1
12424,17231,1
12425,28890,1
12426,34012,2
12427,7258,1
12428,3318,4
12429,32613,3
12430,35227,2
12431,3752,1
12432,15723,4
12433,14954,2
12434,17573,1
12435,35958,1
12436,7045,1
12437,3925,1
12438,35579,1
12439,18378,1
12440,10453,1
12441,16282,3
12442,3401,1
12443,24450,2
12444,6109,3
12445,10984,1
12446,9400,1
12447,34572,1
12448,12871,2
12449,17433,1
12450,16061,1
12451,35484,4
12452,1769,1
12453,18264,1
12454,2154,2
12455,20182,1
12456,35759,1
12457,20372,1
12458,6610,1
12459,35210,1
12460,9545,1
12461,25764,1
12462,12343,2
12463,33558,2
12464,5178,1
12465,37390,1
12466,5044,1
12467,13968,3
12468,20106,1
12469,19717,3
12470,20619,1
12471,12009,1
12472,25674,4
12473,2717,3
12474,29483,3
12475,8728,3
12476,3327,2
12477,6620,1
12478,30069,2
12479,36947,1
12480,2317,2
12481,6559,3
12482,8537,1
12483,13260,1
12484,12320,1
12485,6067,1
12486,35183,1
12487,27940,2
12488,13407,1
12489,1378,1
12490,21240,1
12491,33149,1
12492,7970,1
12493,11451,4
12494,26105,2
12495,10748,2
12496,32874,1
12497,13334,1
12498,1423,1
12499,18154,2
12500,3476,1
12501,34572,1
12502,22306,1
12503,19810,1
12504,35123,4
12505,10164,4
12506,22721,1
12507,13239,2
12508,26820,1
12509,19004,1
12510,5262,4
12511,29246,4
12512,22545,1
12513,30731,1
12514,19601,1
12515,4651,1
12516,25736,1
12517,14242,3
12518,20440,2
12519,23429,2
12520,11950,2
12521,3292,1
12522,4317,1
12523,26673,3
12524,17092,2
12525,32859,2
12526,22177,1
12527,3202,1
12528,21898,3
12529,14955,1
12530,18369,3
12531,15301,1
12532,29235,3
12533,17091,1
12534,22819,1
12535,22156,1
12536,22724,2
12537,14680,2
12538,33862,1
12539,35593,1
12540,9,1
12541,21311,1
12542,12908,2
12543,33508,3
12544,367,1
12545,17851,2
12546,9755,1
12547,36157,3
12548,9852,1
12549,3092,1
12550,20094,1
12551,3688,4
12552,9611,3
12553,21368,1
12554,22408,2
12555,6813,1
12556,8117,1
12557,28025,1
12558,21982,1
12559,9232,1
12560,19766,1
12561,1329,4
12562,35409,2
12563,18233,1
12564,19264,1
12565,16806,1
12566,4744,2
12567,11069,3
12568,19824,1
12569,23660,2
12570,18235,3
12571,17567,2
12572,7121,1
12573,5219,2
12574,26595,1
12575,35643,1
12576,28564,1
12577,19783,3
12578,8276,2
12579,33863,1
12580,5901,3
12581,28633,3
12582,37248,1
12583,4928,1
12584,2338,1
12585,21396,1
12586,36662,1
12587,9184,1
12588,1030,1
12589,22666,2
12590,18663,4
12591,23349,2
12592,31751,1
12593,4492,1
12594,5000,2
12595,4951,3
12596,13823,3
12597,22359,3
12598,29440,1
12599,17985,1
12600,29401,1
12601,35310,1
12602,585,1
12603,12168,2
12604,17133,4
12605,9018,1
12606,36821,2
12607,12728,3
12608,4948,1
12609,37265,5
12610,6419,1
12611,20394,1
12612,21686,4
12613,1802,1
12614,19443,2
12615,27726,1
12616,8851,1
12617,10917,1
12618,24173,1
12619,23565,4
12620,26889,1
12621,32266,3
12622,10903,1
12623,1231,3
12624,36176,1
12625,5383,1
12626,996,1
12627,9151,2
12628,13406,4
12629,1737,1
12630,17954,4
12631,25991,1
12632,20930,2
12633,3602,3
12634,9981,3
12635,13844,4
12636,34157,3
12637,7303,3
12638,18908,2
12639,4358,1
12640,25542,1
12641,35463,1
12642,26167,3
12643,35060,1
12644,4423,1
12645,18632,2
12646,10068,1
12647,12932,1
12648,5061,1
12649,4706,3
12650,9783,1
12651,408,1
12652,20981,1
12653,4312,1
12654,0,4
12655,35269,1
12656,24839,1
12657,14705,1
12658,24045,2
12659,34888,3
12660,6963,1
12661,7202,1
12662,8951,2
12663,21509,1
12664,17377,1
12665,5382,1
12666,23476,1
12667,21120,2
12668,10736,4
12669,5807,1
12670,34066,3
12671,15105,4
12672,35480,1
12673,17336,2
12674,35660,1
12675,31079,4
12676,21347,1
12677,1462,2
12678,911,1
12679,35460,1
12680,14846,2
12681,7520,1
12682,11421,2
12683,7278,3
12684,4887,3
12685,8155,3
12686,26971,2
12687,10516,1
12688,13933,1
12689,3485,1
12690,32290,1
12691,5906,1
12692,3626,1
12693,7908,1
12694,9572,1
12695,19218,3
12696,3734,2
12697,24144,1
12698,21659,3
12699,15939,1
12700,25486,1
12701,35142,1
12702,9959,2
12703,8914,1
12704,26188,3
12705,3073,4
12706,12065,1
12707,18733,1
12708,25389,2
12709,15145,1
12710,23688,1
12711,2186,1
12712,7254,3
12713,26100,1
12714,23270,1
12715,2659,1
12716,6167,2
12717,37302,1
12718,4839,1
12719,1774,1
12720,11832,3
12721,18770,3
12722,24912,1
12723,37018,2
12724,6298,1
12725,33172,3
12726,20449,1
12727,20427,1
12728,35405,3
12729,16311,1
12730,17618,1
12731,30343,1
12732,20521,1
12733,18012,1
12734,33191,3
12735,6457,2
12736,16538,2
12737,514,1
12738,23062,4
12739,37004,2
12740,19247,3
12741,26366,3
12742,20310,1
12743,15362,1
12744,9998,1
12745,27284,2
12746,2098,3
12747,21274,4
12748,810,1
12749,17216,1
12750,33819,2
12751,3574,1
12752,18158,1
12753,18009,2
12754,21284,2
12755,36839,4
12756,30934,3
12757,4064,4
12758,20288,2
12759,31506,1
12760,5259,3
12761,28752,4
12762,28727,1
12763,25262,3
12764,8948,1
12765,37382,1
12766,17037,1
12767,171,2
12768,34072,4
12769,35830,1
12770,23681,4
12771,18106,2
12772,8153,1
12773,30631,1
12774,25066,1
12775,11280,1
12776,24170,1
12777,1049,1
12778,17764,1
12779,2394,1
12780,26783,3
12781,5339,1
12782,23341,1
12783,22577,1
12784,35810,4
12785,30518,3
12786,14359,1
12787,14887,2
12788,23538,5
12789,34616,1
12790,726,1
12791,21786,1
12792,33908,1
12793,30194,3
12794,23385,1
12795,7184,1
12796,22937,2
12797,3391,1
12798,34249,2
12799,33561,1
12800,9869,1
12801,28315,3
12802,9214,2
12803,12289,3
12804,25093,2
12805,35034,3
12806,25140,3
12807,148,1
12808,16272,2
12809,17433,3
12810,2740,3
12811,17464,1
12812,34698,2
12813,14057,1
12814,3355,1
12815,31462,3
12816,13909,2
12817,25951,3
12818,257,4
12819,24735,2
12820,36249,3
12821,13456,2
12822,11027,2
12823,18362,2
12824,3047,1
12825,30085,3
12826,28972,3
12827,19889,3
12828,18436,1
12829,10720,1
12830,15656,2
12831,11004,1
12832,23666,4
12833,18915,1
12834,14663,2
12835,6790,1
12836,25193,1
12837,20656,2
12838,25021,2
12839,8472,3
12840,4584,1
12841,380,4
12842,35288,1
12843,3182,3
12844,4961,2
12845,2740,2
12846,1656,1
12847,8951,1
12848,4057,1
12849,14103,4
12850,37162,2
12851,33929,1
12852,36441,1
12853,7831,1
12854,24746,1
12855,2661,1
12856,5726,2
12857,9139,2
12858,80,1
12859,24510,1
12860,17778,2
12861,22406,2
12862,22845,1
12863,21784,4
12864,34236,1
12865,8612,4
12866,24087,3
12867,17216,2
12868,13840,3
12869,19449,1
12870,24092,2
12871,36495,1
12872,12854,1
12873,21965,1
12874,21537,1
12875,12003,2
12876,24110,1
12877,22145,1
12878,35295,1
12879,35830,2
12880,25684,2
